,Ticket,Problem_Abstract,Ticket_Type,Team,Ticket_Opened_Date,Ticket_Closed
327,303282730,Reports for Master Scheduler,User,Global Delivery Data & Analytics,9/8/2021 17:06,10/20/2022 14:34
328,303287541,Incorrect ticket assigned ,User,Unified Task Management System (UTMS),9/8/2021 19:21,11/27/2021 13:29
329,303290839,Juniper switch model EX2300-24T is not listed in prod3.csv file.,User,ACTION Suite - Other,9/8/2021 21:06,12/22/2021 15:57
331,303308736,new alarms / Tickets continue to be raised for unmanaged interface ge0/2 ,User,SMARTS/GFP_CPE,9/9/2021 11:39,11/25/2021 9:04
333,303350356,GTAC Read Only Account for Todd Johnson - UID Tj0098 ,User,GTAC,9/10/2021 18:18,7/27/2022 22:07
334,303354112,"***Assign to Rami, Need to get the DMS to vManage API established to pull alarms for Kyndryl SDWAN",User,SMARTS/GFP_CPE,9/10/2021 20:31,4/1/2022 13:34
335,303403325,Smiths AVTS Hub incorrectly reporting causing duplication ,User,ASHE,9/13/2021 10:40,11/2/2021 11:25
337,303410073,Add Fortigates into Voyence Script for France Telecom,User,INCM (Voyence) - Other,9/13/2021 16:03,6/20/2022 15:17
340,303433922,Juniper QFX5100 device configuration update issue on Netbrain.,User,NETBRAIN - Other,9/14/2021 8:08,11/1/2021 14:25
343,303482667,Create a new rule for AOTS tickets under FA=DOT_TNET,User,TRUE (Ticket Rules Update Engine),9/15/2021 16:39,9/13/2022 11:04
344,303490133,AERO Carrier Management is repeatedly creating an invalid ticket.,User,Global Delivery Data & Analytics,9/15/2021 19:49,6/13/2022 15:26
346,303499978,My mechid account is locked and every time I reset the password I get an error: MDB2_error::PEAR_Error,User,"GTAC - Account issues, password change",9/16/2021 0:47,11/1/2021 10:24
347,303576605,Alarm /error,User,SMARTS/GFP_CPE,9/17/2021 18:46,1/24/2022 3:54
349,303653359,Schedulled Backup Change for GSNI devices ,User,ACTION Config Audits,9/20/2021 15:21,12/17/2021 16:35
350,303675002,Unable to SSH to device added to poller DURNM601A,User,SMARTS/GFP_CPE,9/21/2021 4:06,12/1/2021 12:52
351,303684510,Last traffic for all IBM WPP clients on P3ATT1D1 is 9/16,User,ATTLAS,9/21/2021 11:10,11/18/2021 11:30
352,303695860,NCR Vendor ticket update q-bot alert not generating in our POD1 & POD2 q room ||  Since Jan 2021 qbot alert not working  - may this help engineer to look and find the relevant True rule number and fix. ,User,TRUE (Ticket Rules Update Engine),9/21/2021 18:14,11/19/2021 9:13
353,303717734,Alitalia Domain Group separation,User,GTAC - Other,9/22/2021 9:44,7/12/2022 8:56
355,303763184,Customer: Bank of Ireland. Please assist in deleting the learned/known SSH keys for the listed hosts.,User,INCM (Voyence),9/23/2021 16:00,11/15/2021 15:32
358,303769193,Need to have all 5 OSPF ASHE rules disabled for State of Wisconsin.,User,ASHE,9/23/2021 18:50,12/27/2021 14:54
361,303882730,Invalid Problem abstracts are under Warner media tickets.,User,SMARTS/GFP_CPE,9/27/2021 19:14,11/3/2021 16:52
363,303912570,"If an AOTS ticket updated by "" CBUS "" in SES worklist (AQE : 826 & 827 ) the work queue will change to BDUPDATE",User,TRUE (Ticket Rules Update Engine),9/28/2021 14:44,9/15/2022 3:40
365,303916730,TWB Portal - Corrupt GPS Sync Report - GSSI EMEA Container,User,INCM (Voyence) - Other,9/28/2021 16:43,6/16/2022 16:44
367,303917206,Add new customer/container and devices,User,INCM (Voyence),9/28/2021 16:57,11/26/2021 15:36
368,303924192,Add Column to the HALO Order Create Automation Reports,User,Global Delivery Data & Analytics,9/28/2021 19:26,1/28/2022 6:48
369,303927477,Unable to see business partner NETTANGO-AES,User,B2B VPN Viewer,9/28/2021 20:33,6/6/2022 16:34
371,303931559,"For WarnerMedia Domains, Password Length requirement must be increased to 14 to meet WM Security Standards.",User,GTAC,9/28/2021 22:39,8/23/2022 15:41
373,303965174,Attn:  Mohan P - FFLOW Requests for IPTF TPLs,User,Global Delivery Data & Analytics,9/29/2021 21:08,12/17/2021 11:25
374,303973958,Need to replace Network Owner for WarnerMedia ,User,GTAC,9/30/2021 4:12,11/7/2021 18:21
376,304016917,Request for Creating new sites in Voyence GSNI AP Container . ,User,INCM (Voyence) - Other,10/1/2021 12:51,11/24/2021 14:48
377,304018407,Need to fix the Smoothing interval for Link GE6  & Edge  is not communicating with the Orchestrator alert for ARGOS USA CORPORATION Customer,User,GESS SDWAN Support - Other,10/1/2021 14:26,11/26/2021 14:12
378,304018641,Missing Agent Total Availability for some agents from June-21 and onwards in Communication_ACD cube.,User,BRAIN Web Site,10/1/2021 14:36,10/20/2021 12:15
379,304019737,Addition of AOTS fields in BRAIN feed to Azure CAMP,User,"Customer Advocacy, SI&NS and Cybersecurity Data & Analytics",10/1/2021 15:20,10/28/2022 12:46
380,304043728,ISE WK | ISE and Uptodate VPN,User,Cisco ISE,10/2/2021 13:49,11/4/2021 1:36
382,304077523,"Mech IDs access revoked, needs to be reinstated",User,"GTAC - Account issues, password change",10/4/2021 10:47,11/11/2021 12:20
383,304078322,Transfer of mechID ownership in GTAC - Project Frontier,User,GTAC - Other,10/4/2021 11:55,11/11/2021 11:57
384,304081526,"Unable to extract/run report for ""Get DeviceList v1.4"" in TWB portal.",User,INCM (Voyence) - Other,10/4/2021 15:01,11/10/2021 0:40
385,304085698,verify for SNMP setup validation for device HKIBIYTWAHK01S01,User,SMARTS/GFP_CPE,10/4/2021 16:47,4/1/2022 13:33
386,304087253,Sign up for Domains in GTAC using the ToolID/MechID,User,GTAC,10/4/2021 17:28,11/3/2021 17:50
388,304097421,ISE Motiva | Can this be done with just a MACD?,User,CISCO ISE - Network Device Update/Add/Delete,10/4/2021 21:46,11/3/2021 16:55
389,304107349,Tickets cut with delay for Horizon account,User,SMARTS/GFP_CPE,10/5/2021 5:38,11/2/2021 14:26
390,304113081,"ISE WK | Local (CSV) Export in progress, please wait ...",User,Cisco ISE,10/5/2021 9:04,11/3/2021 17:23
391,304115358,To Create   GTAC RO Realm for SOUTHWESTERN NATIONAL BANK  customer,User,GTAC - Other,10/5/2021 10:57,2/22/2022 21:21
392,304121856,DOJ Firewall assets are not being logged and forwarded for the EOIR and BOP. ,User,SMARTS/GFP_CPE,10/5/2021 16:00,12/9/2021 1:58
394,304134714,Add ticketing capabilities on EEHA templates for specific CheckPoint traps on BHX/FRANM350,User,SMARTS/GFP_CPE,10/5/2021 22:22,12/23/2021 11:27
395,304145595,password change fatal error ,User,"GTAC - Account issues, password change",10/6/2021 7:22,11/19/2021 8:09
396,304175924,Attn:  Mohan Periyasamy  Requesting enhancements for the Move team (changes to MACD  MOVE IMO FFLOW org and Power BI reports),User,Global Delivery Data & Analytics,10/7/2021 0:48,11/2/2021 22:41
397,304189271,Change Request For AOTS Team Groups - AP SHELL Team,User,BRAIN Web Site,10/7/2021 10:31,10/25/2021 12:15
400,304197565,To Support AOTS TM UAT testing for Flexware ,User,SMARTS/GFP_CPE,10/7/2021 16:45,11/3/2021 16:02
401,304229852,2 are having several issues with UD ,User,Unified Desktop (UD),10/8/2021 15:14,11/15/2021 16:59
402,304288210,"PowerBi: Add GPS ""Country"" field ",User,"Customer Advocacy, SI&NS and Cybersecurity Data & Analytics",10/11/2021 5:04,9/8/2022 13:56
403,304300481,Work Queue has not changed to BDUPDATE for customer reply via UD.Pls refer Ticket#304117257,User,TRUE (Ticket Rules Update Engine),10/11/2021 15:25,9/14/2022 7:17
404,304302123,GSSI EMEA Container Not Resolving Model Types,User,INCM (Voyence) - Other,10/11/2021 16:15,11/11/2021 11:23
405,304302318,GSSI EMEA Terminal Server Container NOT Resolving Model Type,User,INCM (Voyence) - Other,10/11/2021 16:20,6/16/2022 17:25
406,304308581,Quality Audit Tooling Live Task List Needed,User,Global Delivery Data & Analytics,10/11/2021 19:16,11/1/2021 21:37
407,304315507,Setup DUR/MESNM807 to handle 4 MRS/MLAN accounts on DURNM014 and other BlueSky accounts on DURNM811b,User,SMARTS/GFP_CPE,10/11/2021 23:06,1/12/2022 19:07
408,304327148,Logs not returning for Bank of Ireland ,User,GTAC - Logs and GTLV Viewer,10/12/2021 10:06,12/17/2021 16:36
409,304330379,"I am unable to login into Voyence, while trying to login getting an eerror ""User name / Pasword incorrect""",User,Problem Logging Into INCM/VOYENCE,10/12/2021 13:13,11/10/2021 0:22
410,304338174,"Could you please monitor the following services, SQL & logs as discussed for M&R for the new suite S1",User,NagiosXI,10/12/2021 17:55,11/11/2021 10:15
412,304355672,Unable to login into Voyence tool,User,Problem Logging Into INCM/VOYENCE,10/13/2021 6:28,11/16/2021 7:51
413,304367458,major slowness with tacacs authorization commands across wb/wm network,User,GTAC - Other,10/13/2021 14:51,11/1/2021 18:42
414,304369300,Gigamon devices are not pulling configs,User,"Help Using Application (E.G. Config Pull/Update, IOS Upgrade, etc.)",10/13/2021 15:44,11/26/2021 13:03
415,304382406,"Attn: Mohan - Salesforce to FFLOW Integration, Automation and Report Build",User,Global Delivery Data & Analytics,10/13/2021 22:12,11/12/2021 18:40
416,304382521,Attn: Mohan P - New FFLOW App for RouteIt - Chad T,User,Global Delivery Data & Analytics,10/13/2021 22:15,11/2/2021 14:14
418,304395450,failed to pull config due to credential issue?,User,"Help Using Application (E.G. Config Pull/Update, IOS Upgrade, etc.)",10/14/2021 8:45,11/22/2021 4:34
419,304400121,Attn: Mohan - 2 changes requested of FFLOW Module  Global Ordering - Revenue Recovery,User,Global Delivery Data & Analytics,10/14/2021 13:39,11/5/2021 13:43
420,304404981,ISE WK | System scan/download fails on AnyConnect 4.10,User,Cisco ISE,10/14/2021 16:43,11/12/2021 11:06
421,304409756,Update IM Engaged field in BRAIN,User,BRAIN Web Site,10/14/2021 19:09,10/25/2021 16:11
422,304416334,Getting CORBA Exception while connected to TSTicketFactory: COMM_FAILURE on 10/11 to 10/12,User,SMARTS/GFP_CPE,10/14/2021 22:37,1/3/2022 23:32
423,304430950,DSL customer experience WIP report to be sent to sharedrive,User,Global Delivery Data & Analytics,10/15/2021 14:24,11/30/2021 22:17
424,304439302,What is device class for Cisco EWC-AP (product ID:  C9130XI-EWC-B)?,User,INCM (Voyence) - Other,10/15/2021 19:07,4/12/2022 13:33
426,304474862,UD running slow.  Not loading any WFA tickets.  Getting the AAAAAARGHHH!!  e.ticket_data is undefined. There was an unspecified error.,User,Unified Desktop (UD),10/17/2021 15:29,11/1/2021 14:01
428,304496503,One button test failing  ,User,"ServiceNow Day 2 Support - ATTU (Automated TTU, OneButton)",10/18/2021 17:07,11/4/2021 18:34
429,304500796,No Auto detect ticket for router AAAEUSWI077-V01-CWA-ATO ,User,SMARTS/GFP_CPE,10/18/2021 19:11,10/31/2021 13:38
430,304501227,Add new Voyence servers,User,NagiosXI,10/18/2021 19:24,11/11/2021 10:16
433,304523125,Create 2 new users and delete 2 existing users  ,User,GTAC,10/19/2021 14:39,11/1/2021 18:41
435,304527506,Attn: Mohan or Alex -we would like the time added to the Customer Requested Due Date field in FFLOW. The same as the Test and Turn Due Date has. ,User,Global Delivery Data & Analytics,10/19/2021 17:09,11/4/2021 17:31
436,304529514,NO proactive alert were received for HA Failure for device FRDANDRUEFR01PVCE01_SHA ,User,GESS SDWAN Support - Other,10/19/2021 17:56,11/5/2021 19:54
439,304557737,TWB Portal (xxxxxxx/twbportal/) error: ,User,INCM (Voyence) - Other,10/20/2021 15:50,11/1/2021 10:25
440,304558070,voyence not showing compliant State on display,User,INCM (Voyence) - Other,10/20/2021 16:00,11/15/2021 17:21
441,304558289,Voyence US (xxxxxxx/) device not showing full running config,User,INCM (Voyence) - Other,10/20/2021 16:07,11/4/2021 18:36
443,304559497,"my id only has read-only access now, i should have read/write",User,INCM (Voyence) - Other,10/20/2021 16:46,6/17/2022 16:14
444,304560580,Two VitalNet pollers are not accessible or visible via VitalNet gui ,User,VitalNet Problems or Errors,10/20/2021 17:15,11/3/2021 16:03
445,304561243,to stop all process and port monitoring for 28930 Bizapp.,User,NagiosXI,10/20/2021 17:30,11/11/2021 10:18
447,304567521,We see to be getting sporadic tickets form some devices that use chrnm410 as a poller.,User,SMARTS/GFP_CPE,10/20/2021 18:31,11/2/2021 18:10
449,304588909,AES customer - Doubled utilization values sent to ATTLAS,User,VitalNet Problems or Errors,10/21/2021 11:17,11/24/2021 2:11
450,304589474,Having Access Issues: AUS Syslog Server | Login Password Is Not Working For US | GSNI T3 Team ,User,"GTAC - Account issues, password change",10/21/2021 11:58,11/2/2021 17:52
452,304594052,"when I access Ticket# : PD003997 it comes up as read only.  I have to work the tkt in Greta.  I have had multiple tkts with this problem.  I need to have full access in UD to work these tkts.  Having to jump between systems has caused delay, confusion and",User,Unified Desktop (UD),10/21/2021 15:45,11/1/2021 16:21
453,304600480,INGBTSGGNIN07R01 interface IF-INGBTSGGNIN07R01/4 [Gi0/0/3] generating false positive ticket for port INGBTSGGNIN07S01 int Gig1/3 that is down,User,SMARTS/GFP_CPE,10/21/2021 18:57,11/24/2021 22:04
454,304603778,Device class for Cisco C1100TG-1N32A,User,INCM (Voyence) - Other,10/21/2021 20:43,11/5/2021 16:12
455,304605822,Automation X program support for DNAC implementation,User,SMARTS/GFP_CPE,10/21/2021 21:49,6/1/2022 12:02
456,304606073,Automation X program support for Matrix implementation,User,SMARTS/GFP_CPE,10/21/2021 21:56,6/1/2022 12:29
458,304618725,Unable to download config files,User,ACTION Web,10/22/2021 9:47,11/7/2021 18:23
461,304626293,Tech getting error when trying to complete critical dates on orders in the MOKA region ,User,Unified Desktop (UD),10/22/2021 15:48,11/26/2021 10:39
462,304630363,false alarms - rediscovery needed,User,SMARTS/GFP_CPE,10/22/2021 17:41,4/1/2022 13:27
464,304632940,New MSS TACACS Domain Name for Customer Reyes Holdings RO Access to Panorama,User,GTAC - Other,10/22/2021 19:07,2/22/2022 21:18
465,304633178,Please add new WLC in Japan to ISE(IBM/IBMInternet).,User,CISCO ISE - Network Device Update/Add/Delete,10/22/2021 19:19,11/3/2021 17:08
468,304690220,Not Cutting AD Tickets For Kyndryl Devices ,User,GESS SDWAN Support,10/25/2021 7:58,11/9/2021 8:48
470,304692985,Tickets no longer visible in the worklist ,User,Unified Desktop (UD),10/25/2021 10:31,11/8/2021 8:39
471,304699194,access lost from igems to all Load Balancer BIG-IP devices ,User,GTAC - Other,10/25/2021 15:38,11/8/2021 15:47
472,304699931,Syslog Retention - 30 (OR) 60 DAys - Attached details ,User,SMARTS/GFP_CPE,10/25/2021 16:02,11/7/2021 12:52
473,304700420,No possible login on F5 for France ,User,"GTAC - Account issues, password change",10/25/2021 16:15,11/2/2021 17:52
474,304700463,Technician cleared ticket TRUE changed the Resolution Set Name and  GOLIATH closed  as Force Close completed/attempted as part of Agile 265 Cleanup/Optimization efforts: AutoCloseFail and Cleared/unclosed tickets.BVOIP 4100 Informational - Account Inform,User,TRUE (Ticket Rules Update Engine),10/25/2021 16:16,9/14/2022 7:06
475,304701109,ISE WK | Turn on Crowdstrike Policy for WK UAT Switch in St. Cloud,User,CISCO ISE - Network Device Update/Add/Delete,10/25/2021 16:38,11/7/2021 18:18
476,304701245,"There is an issue with a script called ""massadd"" running within a server xxxxxxx SNDNM226.gcsc.att.com  ",User,SMARTS/GFP_CPE,10/25/2021 16:40,12/20/2021 19:35
477,304706581,DXC Internal Decommission - RLPV11933,User,SMARTS/GFP_CPE,10/25/2021 19:07,11/2/2021 19:10
479,304711462,Create Amgen-Cisco ISE GUI domain.,User,GTAC - Other,10/25/2021 21:27,2/8/2022 23:07
480,304719531,Unable to open the tickets intermittently,User,Unified Desktop (UD),10/26/2021 3:46,11/10/2021 3:26
481,304722147,"last few days we have not been cutting any tickets for Flexware and SDWAN-NB customers (this issue is also affecting State-Farm). Issue is that when GFP-CPE sends a ticket with JDM down, AOTS is unable to flip the DM to ZZ and as a result the ticket is go",User,Unified Desktop (UD),10/26/2021 6:52,11/22/2021 4:27
482,304725081,UD - ACAT | acat tab in UD not populating acat,User,Unified Desktop (UD),10/26/2021 9:30,11/17/2021 17:39
483,304732673,Please check the Smoothing interval for Linde SDWAN alerts,User,GESS SDWAN Support - Other,10/26/2021 15:56,11/29/2021 0:50
484,304733972,Switching to BRAIN instead of BizOps Air feed for IBM Customers,User,"Customer Advocacy, SI&NS and Cybersecurity Data & Analytics",10/26/2021 16:38,9/23/2022 16:56
485,304734889,No auto detect ticket for AAAPUSTX053-R01 ,User,SMARTS/GFP_CPE,10/26/2021 17:06,11/11/2021 23:15
486,304738519,getting an error message while trying to look of assets: API Error exception: Notice: Undefined index: attuid ,User,ACTION Integrated Look Up,10/26/2021 18:56,11/4/2021 18:40
487,304743212,"Need assistance with snmp, ssh, syslog between rlpv10831 and AutoZone edge S0967",User,SMARTS/GFP_CPE,10/26/2021 21:20,11/20/2021 17:52
488,304743501,Monitor for traceback or CPU  - A question,User,SMARTS/GFP_CPE,10/26/2021 21:34,6/1/2022 12:29
489,304743675,AOTS Auto Detect tickets for BVOIP/ADI being created on IP address instead of Asset Hostname,User,SMARTS/GFP_CPE,10/26/2021 21:43,11/11/2021 17:16
490,304745936,Please grant Jake Russell (wr2022) a GTAC Core ID ,User,GTAC,10/26/2021 22:51,11/4/2021 18:41
494,304761690,Failover slpv10034 to RLPV10664  and sndnm943 to MESNM943  starting at 8:00 AM CT on 10/27/2021 due migration of servers to new servers in Durham. CR #7004761,User,SMARTS/GFP_CPE,10/27/2021 12:09,10/31/2021 13:47
495,304769084,Manual Remove from Power BI ,User,Global Delivery Data & Analytics,10/27/2021 16:41,11/4/2021 19:46
496,304771542,We are getting false tickets from device USDXCAMAXNC02S0002-01,User,SMARTS/GFP_CPE,10/27/2021 17:49,11/11/2021 23:19
497,304772567,Install Headend AnyConnect 4.10.03104 Deployment package with compliance module 4.3.2403.6145 on ISE Production ,User,CISCO ISE - Network Device Update/Add/Delete,10/27/2021 18:10,11/4/2021 23:14
500,304786728,"What events would generate a ticket with the following Problem Abstract: Lost ""keep alive"" msg. Partner hostname is 0x.",User,SMARTS/GFP_CPE,10/28/2021 3:19,11/6/2021 17:13
501,304795523,AUCSCAMELVI0201UJZZ01  was down for 1 hr no ticket created  ,User,SMARTS/GFP_CPE,10/28/2021 13:22,11/7/2021 12:57
503,304795801,xxxxxxx/twbportal/ 28 devices not found on report,User,INCM (Voyence) - Other,10/28/2021 13:43,12/3/2021 13:56
