Ticket,Problem_Abstract,,
306704557,"US Air Force - SR# 7916659. Review Inventory task is opened even though OL is in ""All From inventory"" status. Need to close Review Inventory for order to progress. 

",,
306834224,Change the owner of the HARTFORD domain.,,
306836554,AOTS tkt cannot be closed ,,
306704942,"Please close wfm task id : 79465288 and 79465291 of SRs 7895809,7985808 respectively /Task name as Process Equipment Retrieval

",,
306837381,V220100258 CBB: Purdue @ Illinois - AOTS,,
306838736,"Create nologins allowed commands for mechid m77446 on DMS system rlpv13230


",,
306838884,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12645

",,
306842509,V211200586 Moda Center to Encompass,,
306844617,WSMH SLOT 6-1  -  DTRT 2040P PORT 15 DOWN.,,
306824880,Need to verify Monitoring Capability of DMS Pollers,,
306843495,"I'm unable to access the Switch - DEONSEINSTR01 (xxxxxxx). Pls need your support to check if any access issues.

",,
306826623,IGA EMEA ISE Device Add,,
306826498,IGA EMEA ISE Device Add,,
306826284,IGA EMEA ISE Device Add,,
306826232,IGA EMEA ISE Device Add,,
306847090,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12655

",,
306847115,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12660

",,
306845695,Old ticket raised for this issue 234525  I am unable to view device details in action V3 website it is giving me an error saying : Notice: Undefined index: attuid. I have all the required access to open dxc cambell devices. i have tried cleaning cookies,,
306625571,MSS Domain GTAC not working. Unable to login to firewall using Gtac. refer old ticket ,,
306628763,"unable to save logs in UD 

",,
306551843,"1Q Helathchecking - domain grant report for TACACS, password specs, and 90 day logging proof - same as ticket 229290 from last quarter

",,
306739815,Attn: Mohan - FFLOW Org 256 BOE - PBI Concern,,
306851273,V220100258 CBB: Purdue @ Illinois,,
306851276,NHL Predators @ Blues 1st Mile,,
306848396,"Need to reset password. Getting ""Warning Fatal err-Call to undefined method.  ""  Cannot successfully change password.  

",,
306458694,PCI =  22226...Jan 15 2022  8:00AM (ET) - Jan 15 2022  4:00PM (ET),,
306453357,Need em_event and ntp support on rlpv10069,,
306460404,PCI =  22231...Jan 16 2022  9:00AM (ET) - Jan 16 2022  6:00PM (ET),,
306511318,PCI 13770 JAN17TH 1 AM -3AM ET,,
306662677,PCI =  13786...Jan 18 2022  4:00AM - Jan 18 2022  7:00AM,,
306460405,PCI =  22276...Jan 17 2022  9:00PM (CT) - Jan 18 2022  6:00AM (CT),,
306739563,PCI =  22326...Jan 17 2022 11:59PM (ET) - Jan 18 2022  6:00AM (ET),,
306731866,BALLY SPORTS FL - 1/25/22 1500 - 1/26/22 0200 X30,,
306731886,BALLY SPORTS FL 1/25/22 1500 - 1/26/2122 2AM X30,,
306775875,"Poller rlpv12972 is not given me access 

",,
306732778,BALLY SPORTS FL 1/25/22 1500 - 1/26/22 0200 X30,,
306762512,New user add to MSS_IBM_Motiva,,
306850061,"On Jan 14 13:16:14  interface GigabitEthernet1/0/7 went down on USIBJCPARTX06S05-T01, but no ticket was cut

",,
306732792,NASCAR/IMSA ROLEX 1/19/22 6AM - 1/31/22 8AM,,
306732794,NASCAR/IMSA ROLEX 1/19/22 8AM - 1/31/22 8AM,,
306831540,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306831550,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306831548,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306831543,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306831551,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/21 8AM,,
306831556,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306854231,"please reboot Vitalnet server: RLPV10633.gcsc.att.com

",,
306832330,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306832331,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306832333,NASCAR/IMSA ROLEX 1/19/22 6AM - 1/31/22 8AM,,
306832334,NASCAR/IMSA ROLEX - 1/19/22 6AM - 1/31/22 8AM,,
306832338,NASCAR/IMSA ROLEX 1/19/22 6AM - 1/31/22 8AM,,
306832347,BALLY SPORTS SW/DALLAS STARS 1/13/22,,
306832350,BALLY SPORTS SW DALLAS STARS 1/13/22,,
306832352,BALLY SPORTS SW DALLAS STARS 1/13/22,,
306832953,BALLY SPORTS SW DALLAS STARTS 1/14/22,,
306832954,BALLS SPORTS SW DALLAS STARTS 1/14/22,,
306832976,BALLY SPORTS SW 1/14/22 1700 - 1/15/22 0130 X30,,
306763573,"Hi team. Please update existing ADDTAC template for customer remove xxxxxxx, xxxxxxx, xxxxxxx, add  xxxxxxx xxxxxxx.

no access-list 13
access-list 13 permit xxxxxxx
access-list 13 permit xxxxxxx
access-list 13 permit 10.20.3",,
306832973,BALLY SPORTS SW 1/14/22 1700 - 1/15/22 0130 X30,,
306834299,BALLY SPORTS SW 1/14/22 1700  - 1/15/22 0130 X30,,
306834302,BALLY SPORTS SW 1/14/22 1700 - 1/15/22 0130 X30,,
306834303,BALLY SPORTS SW 1/15/22 1300 - 2230 X30,,
306834307,BALLY SPORTS SW 1/15/22 1300 - 2230 X30,,
306834308,BALLY SPORTS SW 1/15/22 1300 - 2230 x30,,
306834312,BALLY SPORTS SW 1/15/22 1300- 2230 X30,,
306834314,BALLY SPORTS SW 1/15/22 1300 - 2230 X30,,
306835929,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306835945,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306835932,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306731549,"Reopen SR Line 7927848

",,
306836794,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306836798,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306837429,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306837426,BALLY SPORTS SW 1/15/22 1330 - 2300 X30,,
306850247,BALLY SPORT SW - 1/17/22 630 - 1600 X30,,
306838257,PSSI - NHL ARI@NJD 1/19/22 1830 - 2200,,
306850248,BALLY SPORTS SW 1/17/22 630  1600 X30,,
306736257,"GPS system does not allow to change any order lines . 

",,
306850254,BALLY SPORTS SW 1/17/22 630 - 1600 X30,,
306862579,Work w/Charles & Yes Ntwk Tech. Anthony verifying color bars on Hunt 18 monitors,,
306850255,BALLY SPORTS SW 1/1722 630 - 1600 X30,,
306851866,BALLY SPORTS SW 1/17/22 630 - 1600 X30,,
306851867,BALLY SPORTS SW 1/17/22 630 - 1600 X30,,
306851871,BALLY SPORTS SW 1/17/22 6AM - 1600 X30,,
306851880,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306851881,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306851882,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306851885,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306853306,BALLY SPORTS SW,,
306853758,BALLY SPORTSW 1/20/22 1300 - 2230 X30,,
306518912,**NEW IOC TTU<NYBW-PHLA/PHLA-NYBW>,,
306559200,ESPN V211200515,,
306619049,CBS V220100069,,
306629774,**NEYLAND STDM DPO TO REPL SHELF<WFA/LEC# CU000256 >,,
306747213,Diamond V220100355,,
306753940,Diamond 71645 PCI REROUTE-ERIC  DVC INT,,
306753941,Diamond 72054 PCI REROUTE-ERIC  DVC INT,,
306732789,LLTN DUNKIN DONUT CENTER 2ND CKT - 1/19/22 8AM - 1/21/22 8AM,,
306855823,"Attn: Mohan - Add SNOW table ""x_att2_sn_adoption_adoption_tracking_dashboard"" to Productivity workspace",,
306565632,**DNVR01AS/5 - LA20AS/7<WMS# 210700248>BFEC563340..DWN,,
306565636,**DTV LBLA/12<EXPR# SB044462>DOWN,,
306866124,Change Reference V220100199,,
306585360,Washington Post switch 1 down,,
306866126,Change Reference V220100200,,
306866131,Change Reference V220100201,,
306617610,hit Raymind James,,
306629794,**U OF ILL MEMORIAL STDM<CAB# JE106346>,,
306737907,L6YX-791367 is down CHRLNCMDX03S S2 to NWRKNJMDX03S S2,,
306662582,**ORLD01P/2 - RLGH01P/1<BMP# 211100838>DOWN,,
306864971,We are not able to login the device via ACAT. getting error with mismatch of algorithm with device & ACAT . could you please help to fix the same ,,
306704226,**BALLY SPORTS MW..STMAMOCSNA0 ADS..X-CONNS,,
306708371,**UBS ARENA #V211100757<TEST FOR LINK DWN TROUBLES>,,
306742351,PNC ARENA VIDE 8-IN<# AN000413>,,
306746394,ATT SN V210900611,,
306753932,**BLMO ALRMS - TOUR'S START   TCWD 1/13/22,,
306765672,Sebring intl Speedway.  not seeing Conf loops.,,
306789520,Oracle Park (Power Issue/ Site Dow)(dow till  1/18/22),,
306827893,AMC slot 11 down.,,
306448883,"GTAC ID Terminated

",,
306736283,ISE AES | Please implement this change on 1/14 at 8am EST. the MDS is attached. thank you ,,
306760273,"Device entry MVE03304WC01 - xxxxxxx is not there in Netbrain tool, Need to add the same for WPP customer",,
306697795,"Need task closed out that was opened in error. 

",,
306697582,"Unable to close task opened in error (enter eBiz Order - 11094/Complete eBix Order)

",,
306869741,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12658

",,
306869888,Reference V220100470,,
306870993,Reference V220100475,,
306871003,Reference V220100476,,
306870605,BFEC 515187,,
306870088,"Please restore my account rx2365, it was terminated in error on Friday evening. By SUITS)


",,
306869718,"Unable to log into rlpv13226

",,
306870973,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12969

",,
306871904,"Create nologins allowed commands for mechid m77446 on DMS system rlpv12609

",,
306743688,"Getting GOAT when searching for tickets

",,
306843296,Can't log in to CPI on DHLIASBVA02_PR01 us-qas-sn01-prime01 xxxxxxx,,
306622266,We are getting false alert for J7O-VDA-HS03 SNMP agent is unresponsive.,,
306883163,Switchport Capacity Report,,
306884419,"GTAC password change - not working .  confirm password option blurred out hence password not able to change,  profile status locked

",,
306885153,"Cannot reset my mechID password on GTAC Portal

",,
306740648,"Need to suppress the alert for Asset USIBJCPARTX06WAP57M. 

",,
306801106,Poller host file update.,,
306738103,"Order cancellation OL 7877208  SR 7877206 IBM BLUE SKY 

",,
306744739,"Asset Records updates on spread sheet 01/13/2022

",,
306888570,Reference V220100477,,
306888571,Reference V220100478,,
306888575,Reference V220100499,,
306708788,"Asset Records updates on spread sheet 01/12/2022

",,
306888579,Reference V220100500,,
306571635,Unable to login to GPS,,
306662680,PCI =  13779...Jan 18 2022  1:00AM (ET) - Jan 18 2022  3:00AM (ET),,
306662687,PCI =  13785...Jan 19 2022  1:00AM (ET) - Jan 19 2022  3:00AM (ET),,
306584142,New IP Flex AVPN Pollers log mechID in user mode instead of privilege mode. ,,
306871052,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306871050,BALLY SPORT SW 1/20/22 1300 - 2230- X30,,
306871053,BALLY SPSORTS SW 1/20/22 1300 - 2230 X30,,
306871056,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306871058,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306871063,BALLY SPORTS SW 1/20/22 1300 - 2230 X30,,
306889624,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306739343,"Customer and GEMS Org ID needs to be added for Mech ID m17864. Attached excel has the info. Yellow highlighted data already added for the Mech ID.  From excel  row 4 to 32 needs to be added. 

",,
306889629,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306890650,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306889637,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306890654,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306890656,BALLY SPORTS SW 1/21/22 1300 - 2300 X30,,
306890662,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306890664,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306890666,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306890668,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306890671,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306834557,Need to edit / change the hostname / device name entries in Voyence tool for WPP customer,,
306891713,BALLY SPORTS SW 1/24/22 1300 - 2230 X30,,
306891719,BALLY SPORTS YES 1/21/22 1600  1/22/22 0030 X30 NETS@ SPURS,,
306892761,BALLY SPORTS YES NETS@SPURS 1/21/22 1600 - 1/22/22 0030 X30,,
306891724,BALLY SPORTS/YES NETSS@SPURS 1/21/22 1600 - 1/22/22 0030 X30,,
306892764,BALLY SPORTS YES NETS@SPURS 1/21/22 1600 - 1/22/22 0030 X30,,
306893666,ESPN WCBB Big Ten Ohio St. vs Rutgers Jersey Mike's Arena 01/23/22,,
306894390,Pls assign Alex - We would need to make visible 4 new columns added yesterday into gdui v_ngnsd_orders view by the app owner.,,
306895752,Work W/ Chatrles & Tech. Mike verifying color bars from Auburn Arena,,
306898349,Issues in opening WFA tickets in UD for quite some time . Its taking longer than expected or sometimes WFA tickets does not open up at all.,,
306896152,"Server Validation Response:

A duplicate was found in the database. Please validate your input before submitting.<br>

",,
306900313,BFEC 565537,,
306732984,Unable to  open or work on any tickets ,,
306902886,"NFL Network V220100157 NFLPA Game start date, start time & Source change",,
306739385,"Need OBM Agent to be installed on Vizgems servers

",,
306903532,WORK W/CHARLES VERIFYING COLOR BARS & VIDEO ON HUNT 18-1 & 18-2,,
306765824,"Feeds not going through - URGENT

",,
306893822,"Getting error whenever i try to change password. Account showing status active. 

",,
306912844,"Create nologins allowed commands for mechid m77446 on DMS system rlpv13053

",,
306705113,"Please export all the users from this GTAC domain:  MSS_WarnerMedia_RADIUS  

",,
306739213,IE#306701291 has been set to 'CLEARED' but corresponding UD#306701291 remain QUEUED,,
306514217,"For Ticket # 305963554, Unable to change the Cleared date/time. Need to update Cleared Date/Time to 12/30/2021 9:00:00 PM IST.",,
306673827,User not able to access Unified Desktop on firefox,,
306673296,"UD is not bringing up WFA tickets. keep getting error message: e.ticket.data is undefined. there was an unspecified error. I received this on tickets ZA170695, , NJ111052, NH247195, ZF091528, KL080529. I verified that my password was correct in Simplogin",,
306674569,tickets timing out and not loading,,
306878644,"Need assistance in flushing OVO instance queue.   : AOTS ticketing is delayed:  1  hr  12  min   FM6  alpovo23

",,
306914259,McDonough Arena at Georgetown,,
306626018,Trying to change password - Error,,
306920678,NFL Media Center,,
306743554,ISE Fluor | FLRSF99-ASA1 was deccomed under SR7934053 need to be sure it's removed from ISE,,
306920812,"unable to change the GTAC password, confirm new password is not getting highlighted

",,
306765851,Need to edit device hostname entry in Voyence tool for WPP Customer,,
306932472,"Unable to login to rlpv10089.gcsc.att.com Poller and i can login to other pollers

",,
306903004,GOLD DATA FT BOOKING 1/19/22 1507 - 3/27/22 2AM,,
306905866,NASCAR/IMSA/NBC ROLEX 1/23/22 1030 - 1630 X30,,
306723090,Set up non-monitoring hours for LVMH,,
306932031,"Customer/Sponsered ID Revalidation Query

",,
306644907,"**DTV LBLA/12<WFA/LEC# SB044486>
",,
306663705,PCI =   13788...Jan 20 2022 3:00AM (ET) - Jan 20 2022  6:00AM (ET),,
306760541,PCI =  13800...Jan 20 2022  1:00AM (ET) - Jan 20 2022  2:00AM (ET),,
306730470,PCI =  13797...Jan 26 2022  3:00AM (ET) - Jan 26 2022  5:00AM (ET),,
306662689,PCI =  22236...Jan 19 2022  7:00PM (PT) - Jan 20 2022  6:00AM (PT),,
306937044,**LA01AP/2 -- BW02AP/7<WMS# 211906862>BFEC596625..DOWN,,
306938147,Cancel ATTSNRM V211000362 NHL Vegas Golden Knights @ Buffalo Sabres 3/10,,
306934005,ESPN - FLA vs TENN PEGAD 1/26/22 1400 - 2200,,
306933570,Cannot access Unified Desktop from vpn,,
306939973,V191100067 SEC OLE MISS - BRISTOL DATA,,
306937996,ATTSN RM VGK vs SAN DIEGO SHARKS 2/20/22 8AM - 2/21/22 5AM,,
306932873,"UD not launching, VERY slow launching",,
306937999,ATTSN RM VGK vs SAN DIEGO SHARKS 2/20/22 8AM - 2/21/22 5AM,,
306934312,"Unable to access UD. when it did open, it's extremely slow or errors out when ticket search is attempted",,
306459687,SSH doesn't work form New poller,,
306934388,UD not loading -MASTER TICKET,,
306942187,ESPN CBB Big Ten Michigan State vs Illinois State Farm Center 01/25/22,,
306943830,former employee that came back and needs GTAC access restored,,
306691041,"Sites not showing in site inventory

",,
306732887,I get the goat on WFA tickets,,
306481823,There is no cleared trap on this ticket,,
306558171,Update cyphers on poller for MetLife,,
306952045,"MNS authorization failing

",,
306946248,"MSS AOTS 306934785 |  IBM AFI | Ameriprise firewalls lost connectivity to NTP server and went out of sync.

",,
306920604,Unable to access pollers servers . Not authenticating using GTAC PIN ,,
306964152,"Unable to get last resort password for Shared NMI SDWAN vManage from xxxxxxx/#!/plookup

",,
306932299,**LSAN01P/2 - NYBW02P/7<BMP# 212001057..DOWN,,
306827987,"Please udpate ADDTAC Script for Sysco Corporation

",,
306665122,"PCI =  13755...Jan 21 2022  2:30AM (ET) - Jan 21 2022  4:30AM (ET)
",,
306663725,PCI =  22239...Jan 20 2022  9:00PM (ET) - Jan 21 2022  6:00AM (ET),,
306971924,ESPN CBB BIG TEN OHIO ST. VS MINNESOTA WILLIAMS ARENA 01/27/22,,
306966826,"Hi, Please reset GTAC password for below customer user and send new credentials to him. 

User id - roco_outo
Name  Robert Cox
Contact Number - +44 (0)7900827886
Email address - xxxxxxx
MSS domain - MSS_GSG_OOEEE 

Thank you

",,
306946847,"Domain Membership access to  MSS_CDI_OBM  

",,
306976954,Please reverse ownership transfer of m15762 back to gk301c,,
306904095,NYC1WLC001.GGG.GREY.GLOBAL.GRY went down not received proactive ticket,,
306976808,"Unable to request access for SDWAN, current status ""terminated""

",,
306949158,"Denied acces to CDI OBM

",,
306898544,Cannot find active ECI on node manager rlpv11007,,
306977119,V210900618 NHL Penguins @ Columbus Blue Jackets,,
306969874,"""Your ID is not in the Web Access Group. Please contact your AT&T representative to establish correct permissions"".

",,
306971566,Ameriprise GTAC - unable to login into Routers and Loadbalancers,,
306980061,"Cannot log in via gtac

",,
306979134,"TACACS access to some customer accounts not working - verified broken for Amtrak and USDA

",,
306980595,"unable to authenticate to Infoblox grids via the TACACs servers xxxxxxx and xxxxxxx

",,
306912447,"Unable to login in using the Global login. I was able to in the past.

",,
